generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio
298,1121.711902,1121.711902,1329.144523,1.000000
299,1121.711902,1121.711902,1315.901993,1.000000
300,1121.711902,1121.711902,1314.539101,1.000000
301,1121.711902,1121.887475,1314.482561,1.000000
302,1121.711902,1121.711902,1426.461717,1.000000
303,1121.711902,1150.457054,1400.321739,1.000000
304,1121.711902,1179.590627,1384.881050,1.000000
305,1121.711902,1172.877674,1388.869401,1.000000
306,1121.711902,1121.920449,1393.203816,1.000000
307,1121.711902,1172.877674,1314.539101,1.000000
308,1121.711902,1159.891990,1329.256704,1.000000
309,1121.711902,1121.711902,1359.764578,1.000000
310,1121.711902,1121.711902,1360.989205,1.000000
311,1121.711902,1121.711902,1313.673968,1.000000
312,1121.711902,1121.711902,1314.470098,1.000000
313,1121.711902,1121.711902,1314.482561,1.000000
314,1121.711902,1121.711902,1314.482561,1.000000
315,1121.711902,1121.806678,1354.407991,1.000000
316,1121.711902,1121.806678,1325.339874,1.000000
317,1121.711902,1179.590627,1341.497279,1.000000
318,1121.711902,1172.302855,1427.111393,1.000000
319,1121.711902,1173.959343,1430.024696,1.000000
320,1121.711902,1121.711902,1438.270698,1.000000
321,1121.711902,1121.711902,1379.229733,1.000000
322,1121.711902,1121.711902,1313.730508,1.000000
323,1121.711902,1121.711902,1314.526639,1.000000
324,1121.711902,1139.903191,1349.161423,1.000000
325,1121.711902,1171.343788,1401.517404,1.000000
326,1121.711902,1176.381156,1332.079494,1.000000
327,1121.711902,1187.773572,1410.206079,1.000000
328,1121.711902,1172.433063,1383.315344,1.000000
329,1121.711902,1121.711902,1325.037745,1.000000
330,1121.711902,1121.711902,1314.482561,1.000000
331,1121.711902,1121.711902,1317.536332,1.000000
332,1121.711902,1121.711902,1350.376264,1.000000
333,1121.711902,1121.711902,1314.526639,1.000000
334,1121.711902,1121.838188,1353.611861,1.000000
335,1121.711902,1155.748893,1314.482561,1.000000
336,1121.711902,1171.246700,1391.162832,1.000000
337,1121.711902,1171.489746,1389.330703,1.000000
338,1121.711902,1172.433272,1354.666209,1.000000
339,1121.711902,1121.711902,1375.094781,1.000000
340,1121.711902,1121.711902,1318.959475,1.000000
341,1121.711902,1121.711902,1315.117963,1.000000
342,1121.711902,1121.711902,1408.169452,1.000000
343,1121.711902,1121.711902,1377.573242,1.000000
344,1121.711902,1121.711902,1313.235184,1.000000
345,1121.711902,1121.711902,1356.449398,1.000000
346,1121.711902,1179.590627,1401.628708,1.000000
347,1121.711902,1179.590627,1375.125561,1.000000
348,1121.711902,1121.744875,1365.367088,1.000000
349,1121.711902,1121.711902,1328.532392,1.000000
350,1121.711902,1121.711902,1314.482561,1.000000
351,1121.711902,1121.711902,1343.812877,1.000000
352,1121.711902,1121.711902,1293.935604,1.000000
353,1121.711902,1179.590627,1402.232195,1.000000
354,1121.711902,1176.791837,1425.441512,1.000000
355,1121.711902,1121.711902,1275.889822,1.000000
356,1121.711902,1121.711902,1402.072612,1.000000
357,1121.711902,1121.711902,1434.724806,1.000000
358,1121.711902,1147.007378,1314.427867,1.000000
359,1121.711902,1121.711902,1480.119779,1.000000
360,1121.711902,1171.838950,1369.847588,1.000000
361,1121.711902,1173.008091,1314.482561,1.000000
362,1121.711902,1128.548933,1438.785256,1.000000
363,1121.711902,1179.590627,1391.162832,1.000000
364,1121.711902,1175.762388,1319.553244,1.000000
365,1121.711902,1172.413770,1314.482561,1.000000
366,1121.711902,1175.604027,1358.158941,1.000000
367,1121.711902,1121.711902,1489.946735,1.000000
368,1121.711902,1186.411639,1376.399678,1.000000
369,1121.711902,1172.302855,1418.485428,1.000000
370,1121.711902,1121.711902,1323.416920,1.000000
371,1121.711902,1121.711902,1326.270811,1.000000
372,1121.711902,1121.711902,1314.539101,1.000000
373,1121.711902,1121.711902,1338.201341,1.000000
374,1121.711902,1121.711902,1385.153768,1.000000
375,1121.711902,1121.839652,1476.855092,1.000000
376,1121.711902,1121.711902,1314.526639,1.000000
377,1121.711902,1121.711902,1314.526639,1.000000
378,1121.711902,1121.711902,1314.539101,1.000000
379,1121.711902,1147.757772,1339.920355,1.000000
380,1121.711902,1175.708452,1378.147775,1.000000
381,1121.711902,1121.711902,1400.777202,1.000000
382,1121.711902,1168.410356,1314.526639,1.000000
383,1121.711902,1179.089948,1314.526639,1.000000
384,1121.711902,1174.183599,1318.708811,1.000000
385,1121.711902,1173.188342,1329.376011,1.000000
386,1121.711902,1122.086628,1314.452770,1.000000
387,1121.711902,1121.744875,1314.539101,1.000000
388,1121.711902,1173.905936,1317.166264,1.000000
389,1121.711902,1176.870626,1464.873983,1.000000
390,1121.711902,1173.337516,1365.708206,1.000000
391,1121.711902,1182.107843,1318.472049,1.000000
