generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio,avg_lateness,avg_used_routes,min_used_routes,max_used_routes,avg_route_duration,avg_route_travel,avg_capacity_utilization,avg_capacity_slack,min_capacity_slack,avg_depot_slack,min_depot_slack,avg_wait_time,avg_timewindow_slack,min_timewindow_slack,edge_diversity,edge_entropy,crossover_success_rate,mutation_success_rate
141,828.936867,973.146820,1458.376928,1.000000,0.000000,10.104000,10,11,1020.408663,97.405577,0.895685,20.863025,0.000000,215.591337,0.195378,3.260232,141.478345,0.006748,0.017111,0.761257,0.098434,0.393617
142,828.936867,973.754643,1332.760239,1.000000,0.000000,10.100000,10,12,1022.177939,98.376077,0.896040,20.792079,0.000000,213.822061,0.195378,3.303988,140.663497,0.006748,0.017748,0.759312,0.076577,0.376404
143,828.936867,974.449992,1376.193360,1.000000,0.000000,10.128000,10,12,1019.283584,97.757103,0.893562,21.287520,0.000000,216.716416,0.195378,3.332202,141.254162,0.006748,0.017816,0.759089,0.107551,0.351351
144,828.936867,960.257553,1337.721830,1.000000,0.000000,10.094000,10,11,1020.304142,97.186196,0.896572,20.685556,0.000000,215.695858,0.031100,3.179525,142.546847,0.000000,0.017022,0.760948,0.093607,0.389189
145,828.936867,961.977093,1382.207652,1.000000,0.000000,10.098000,10,12,1019.852988,96.903888,0.896217,20.756585,0.000000,216.147012,0.195378,3.199400,142.904929,0.006748,0.017039,0.759178,0.096413,0.352941
146,828.936867,974.780902,1615.753606,1.000000,0.000000,10.088000,10,12,1022.442154,98.388060,0.897105,20.578906,0.000000,213.557846,0.954145,3.218577,141.939060,0.006748,0.018004,0.755155,0.089286,0.292994
147,828.936867,987.390606,1324.575167,1.000000,0.000000,10.110000,10,12,1021.746304,98.637732,0.895153,20.969337,0.000000,214.253696,0.195378,3.326277,141.156500,0.006748,0.017582,0.759649,0.079909,0.335329
148,828.936867,990.056132,1341.265811,1.000000,0.000000,10.120000,10,12,1021.775994,99.396653,0.894269,21.146245,0.000000,214.224006,0.195378,3.344789,140.791515,0.006748,0.019397,0.752160,0.101996,0.353591
149,828.936867,990.623946,1350.250708,1.000000,0.000000,10.094000,10,12,1023.716097,99.217176,0.896572,20.685556,0.000000,212.283903,0.195378,3.318921,140.760967,0.006748,0.018947,0.754153,0.090293,0.367470
150,828.936867,977.708884,1451.480364,1.000000,0.000000,10.100000,10,12,1022.553380,98.361652,0.896040,20.792079,0.000000,213.446620,0.195378,3.343365,141.057244,0.006748,0.018420,0.755355,0.102506,0.376623
151,828.936867,978.130268,1350.594925,1.000000,0.000000,10.112000,10,12,1021.569612,98.539643,0.894976,21.004747,0.000000,214.430388,0.195378,3.336790,140.789068,0.006748,0.017691,0.759599,0.080537,0.359756
152,828.936867,977.838024,1349.687089,1.000000,0.000000,10.106000,10,12,1021.659727,98.232525,0.895508,20.898476,0.000000,214.340273,0.251434,3.321553,141.270521,0.006748,0.017710,0.759247,0.085973,0.381720
153,828.936867,982.159309,1421.735344,1.000000,0.000000,10.150000,10,12,1018.112830,98.366017,0.891626,21.674877,0.000000,217.887170,0.195378,3.354302,142.166904,0.006748,0.019010,0.753444,0.093960,0.385621
154,828.936867,985.137249,1341.569048,1.000000,0.000000,10.106000,10,12,1021.123143,98.586082,0.895508,20.898476,0.000000,214.876857,0.195378,3.231595,141.854611,0.006748,0.018727,0.754671,0.131111,0.351064
155,828.936867,979.558630,1322.415708,1.000000,0.000000,10.114000,10,11,1019.562846,98.052770,0.894799,21.040142,0.000000,216.437154,0.195378,3.201529,142.576482,0.006748,0.018490,0.754115,0.060538,0.367232
156,828.936867,972.184889,1467.149001,1.000000,0.000000,10.108000,10,11,1018.220278,97.538515,0.895330,20.933914,0.000000,217.779722,0.251434,3.062513,144.128143,0.006748,0.018854,0.751378,0.128378,0.386503
157,828.936867,992.020279,1376.085217,1.000000,0.000000,10.104000,10,12,1019.398494,98.646714,0.895685,20.863025,0.000000,216.601506,0.954145,3.032760,143.091606,0.006748,0.019018,0.751085,0.065169,0.359116
158,828.936867,976.839837,1422.948114,1.000000,0.000000,10.084000,10,11,1021.386652,98.184994,0.897461,20.507735,0.000000,214.613348,0.195378,3.095655,142.381008,0.006748,0.017623,0.757607,0.097727,0.309942
159,828.936867,967.786228,1312.528294,1.000000,0.000000,10.084000,10,11,1021.019045,97.538897,0.897461,20.507735,0.000000,214.980955,0.195378,3.123738,142.840618,0.006748,0.017877,0.755891,0.086475,0.343750
160,828.936867,978.803591,1431.754956,1.000000,0.000000,10.078000,10,11,1022.570724,98.277512,0.897996,20.400873,0.000000,213.429276,0.195378,3.150270,141.415413,0.006748,0.017951,0.757553,0.067982,0.388060
161,828.936867,968.228980,1342.235667,1.000000,0.000000,10.078000,10,11,1020.045935,98.161799,0.897996,20.400873,0.000000,215.954065,0.195378,2.907483,142.747470,0.006748,0.017569,0.758767,0.086093,0.366460
162,828.936867,967.876353,1378.499765,1.000000,0.000000,10.090000,10,11,1021.481509,97.890267,0.896928,20.614470,0.000000,214.518491,0.195378,3.190356,142.055557,0.006748,0.017422,0.760207,0.085973,0.414894
163,828.936867,977.495652,1454.956830,1.000000,0.000000,10.080000,10,11,1023.226506,98.704888,0.897817,20.436508,0.000000,212.773494,0.195378,3.191779,141.152909,0.006748,0.018259,0.757872,0.098901,0.397959
164,828.936867,977.570343,1368.537090,1.000000,0.000000,10.102000,10,12,1021.479222,98.074119,0.895862,20.827559,0.000000,214.520778,0.195378,3.282384,141.008070,0.006748,0.018292,0.757602,0.092511,0.403226
165,828.936867,969.913343,1430.972158,1.000000,0.000000,10.088000,10,12,1022.598552,98.115676,0.897105,20.578906,0.000000,213.401448,0.195378,3.261833,141.094621,0.006748,0.018185,0.757789,0.093126,0.485207
166,828.936867,988.279553,1430.786210,1.000000,0.000000,10.090000,10,11,1023.048848,99.316725,0.896928,20.614470,0.000000,212.951152,0.195378,3.204571,140.723681,0.006577,0.018785,0.756983,0.103672,0.366667
167,828.936867,988.911318,1363.035668,1.000000,0.000000,10.106000,10,12,1021.806985,99.006030,0.895508,20.898476,0.000000,214.193015,0.195378,3.258265,141.493445,0.006748,0.018691,0.756422,0.105263,0.436464
168,828.936867,997.864349,1368.225523,1.000000,0.000000,10.096000,10,12,1024.261060,99.597071,0.896395,20.721078,0.000000,211.738940,0.195378,3.354076,139.590689,0.006748,0.018729,0.756691,0.076923,0.382022
169,828.936867,983.505696,1401.761127,1.000000,0.000000,10.102000,10,11,1023.580489,98.894461,0.895862,20.827559,0.000000,212.419511,0.195378,3.411783,139.906837,0.006577,0.019727,0.752157,0.134228,0.382166
170,828.936867,979.095277,1469.949457,1.000000,0.000000,10.106000,10,12,1022.737502,98.115667,0.895508,20.898476,0.000000,213.262498,0.195378,3.442283,140.303505,0.006577,0.019054,0.753569,0.093333,0.331492
171,828.936867,962.037976,1352.303505,1.000000,0.000000,10.084000,10,12,1021.875573,97.259517,0.897461,20.507735,0.000000,214.124427,0.258636,3.238283,141.381429,0.006748,0.017314,0.760683,0.125843,0.367470
172,828.936867,977.141390,1334.655916,1.000000,0.000000,10.090000,10,12,1022.518992,98.169551,0.896928,20.614470,0.000000,213.481008,0.195378,3.266859,140.695951,0.000000,0.017858,0.759498,0.075055,0.339623
173,828.936867,970.654470,1394.384347,1.000000,0.000000,10.104000,10,12,1020.729199,97.663992,0.895685,20.863025,0.000000,215.270801,0.195378,3.266509,141.783027,0.006748,0.018328,0.756584,0.104895,0.369048
174,828.936867,965.827850,1328.259824,1.000000,0.000000,10.072000,10,12,1022.785008,97.569052,0.898531,20.293884,0.000000,213.214992,0.195378,3.187751,141.574712,0.006748,0.017152,0.760722,0.078125,0.367568
175,828.936867,970.865202,1377.249221,1.000000,0.000000,10.088000,10,12,1022.193650,97.705834,0.897105,20.578906,0.000000,213.806350,0.195378,3.262331,141.455002,0.006577,0.018185,0.755722,0.058036,0.312500
176,828.936867,972.721281,1320.694653,1.000000,0.000000,10.116000,10,12,1020.850916,98.073899,0.894622,21.075524,0.000000,215.149084,0.195378,3.348123,141.178098,0.006577,0.017999,0.757955,0.118182,0.369565
177,828.936867,969.088791,1353.906753,1.000000,0.000000,10.092000,10,11,1022.281057,97.947974,0.896750,20.650020,0.000000,213.718943,0.195378,3.283695,140.884538,0.006748,0.018039,0.756447,0.091928,0.339744
178,828.936867,957.191922,1325.584772,1.000000,0.000000,10.096000,10,11,1021.796308,96.912603,0.896395,20.721078,0.000000,214.203692,0.195378,3.376259,140.610209,0.006748,0.017439,0.758363,0.074246,0.375758
179,828.936867,958.283317,1302.836372,1.000000,0.000000,10.084000,10,11,1021.567883,96.795874,0.897461,20.507735,0.000000,214.432117,0.195378,3.254009,141.778480,0.006748,0.016860,0.761470,0.124424,0.333333
180,828.936867,965.420250,1252.193868,1.000000,0.000000,10.066000,10,11,1022.197860,97.096859,0.899066,20.186767,0.000000,213.802140,0.195378,3.120667,142.136273,0.006748,0.016663,0.761637,0.100446,0.385475
181,828.936867,970.099549,1397.149359,1.000000,0.000000,10.102000,10,13,1020.941084,98.206412,0.895862,20.827559,0.000000,215.058916,0.195378,3.214657,141.147250,0.006748,0.017366,0.759369,0.074890,0.312500
182,828.936867,978.799378,1454.401341,1.000000,0.000000,10.108000,10,12,1020.257744,98.209426,0.895330,20.933914,0.000000,215.742256,0.195378,3.200644,141.589461,0.006748,0.018019,0.756955,0.084633,0.363636
183,828.936867,976.952399,1334.466486,1.000000,0.000000,10.084000,10,11,1022.858410,98.584664,0.897461,20.507735,0.000000,213.141590,0.195378,3.203765,140.977522,0.006748,0.018004,0.757921,0.095238,0.309091
184,828.936867,985.566185,1275.807154,1.000000,0.000000,10.092000,10,11,1021.607408,98.225095,0.896750,20.650020,0.000000,214.392592,0.195378,3.187743,141.322257,0.006748,0.017985,0.757968,0.088435,0.411429
185,828.936867,970.911390,1361.132515,1.000000,0.000000,10.102000,10,11,1021.154999,97.562634,0.895862,20.827559,0.000000,214.845001,0.195378,3.301301,141.098113,0.006748,0.018292,0.756135,0.105381,0.392473
186,828.936867,977.431869,1326.224353,1.000000,0.000000,10.092000,10,11,1021.174175,97.709926,0.896750,20.650020,0.000000,214.825825,0.195378,3.196012,141.205196,0.006748,0.016822,0.763310,0.076577,0.381818
187,828.936867,966.729253,1375.087676,1.000000,0.000000,10.100000,10,12,1021.168255,97.623667,0.896040,20.792079,0.000000,214.831745,0.195378,3.278003,141.441298,0.000000,0.018329,0.754807,0.110345,0.347305
188,828.936867,969.312876,1257.970371,1.000000,0.000000,10.078000,10,11,1021.613800,97.411234,0.897996,20.400873,0.000000,214.386200,0.195378,3.141135,141.576851,0.003049,0.017115,0.759597,0.095238,0.343558
189,828.936867,969.127459,1530.181404,1.000000,0.000000,10.064000,10,11,1022.481305,97.133047,0.899245,20.151033,0.000000,213.518695,0.195378,3.127049,141.778672,0.006748,0.017354,0.757477,0.101351,0.384181
190,828.936867,968.343482,1398.450027,1.000000,0.000000,10.078000,10,12,1021.275457,97.375921,0.897996,20.400873,0.000000,214.724543,0.195378,3.110595,141.735686,0.006748,0.017370,0.758917,0.078775,0.331361
191,828.936867,964.293559,1543.719695,1.000000,0.000000,10.092000,10,12,1021.548483,97.581847,0.896750,20.650020,0.000000,214.451517,0.195378,3.246713,141.562960,0.006748,0.017494,0.758509,0.084112,0.402116
192,828.936867,970.243645,1390.089298,1.000000,0.000000,10.096000,10,12,1020.396038,97.832297,0.896395,20.721078,0.000000,215.603962,0.195378,3.142035,141.870129,0.006748,0.017766,0.756404,0.100437,0.291667
193,828.936867,971.247568,1341.331357,1.000000,0.000000,10.096000,10,12,1022.141425,97.901010,0.896395,20.721078,0.000000,213.858575,0.195378,3.311312,141.122389,0.006748,0.018566,0.753504,0.079186,0.344086
194,828.936867,969.624198,1343.367324,1.000000,0.000000,10.104000,10,12,1020.965803,97.670222,0.895685,20.863025,0.000000,215.034197,0.258636,3.289786,141.982820,0.006748,0.018637,0.751730,0.082380,0.341772
195,828.936867,982.393596,1346.610237,1.000000,0.000000,10.072000,10,12,1022.826942,98.514318,0.898531,20.293884,0.000000,213.173058,0.195378,3.096767,141.865443,0.006748,0.017679,0.756920,0.086364,0.419540
196,828.936867,983.165853,1335.592980,1.000000,0.000000,10.084000,10,11,1022.914622,98.634888,0.897461,20.507735,0.000000,213.085378,0.195378,3.204368,141.012714,0.006748,0.018150,0.755007,0.088692,0.369048
197,828.936867,984.266206,1370.143427,1.000000,0.000000,10.100000,10,11,1021.064295,98.500722,0.896040,20.792079,0.000000,214.935705,0.195378,3.178921,141.457488,0.006748,0.017094,0.761048,0.079007,0.359551
198,828.936867,982.240851,1293.800941,1.000000,0.000000,10.086000,10,11,1021.680408,98.344969,0.897283,20.543327,0.000000,214.319592,0.195378,3.127612,141.381360,0.006748,0.017732,0.757132,0.094808,0.372222
199,828.936867,968.485413,1277.302326,1.000000,0.000000,10.102000,10,11,1019.836354,97.697432,0.895862,20.827559,0.000000,216.163646,0.195378,3.154474,142.246876,0.006748,0.018129,0.753414,0.084282,0.379310
200,828.936867,974.184706,1283.773304,1.000000,0.000000,10.116000,10,12,1020.151604,98.195987,0.894622,21.075524,0.000000,215.848396,0.195378,3.265030,141.754086,0.006748,0.018235,0.755574,0.104072,0.354651
201,828.936867,979.549217,1378.869363,1.000000,0.000000,10.076000,10,11,1022.301628,98.358455,0.898174,20.365224,0.000000,213.698372,0.195378,3.096514,141.493344,0.006748,0.017751,0.757014,0.104213,0.403727
202,828.936867,976.373917,1317.583929,1.000000,0.000000,10.078000,10,12,1023.819458,98.698594,0.897996,20.400873,0.000000,212.180542,0.195378,3.233681,140.986745,0.006748,0.018133,0.755254,0.104911,0.355932
203,828.936867,973.425305,1405.703333,1.000000,0.000000,10.090000,10,11,1021.574565,97.920618,0.896928,20.614470,0.000000,214.425435,0.258636,3.196683,141.748676,0.006748,0.017731,0.756684,0.104677,0.382514
204,828.936867,978.425538,1245.346621,1.000000,0.000000,10.100000,10,11,1020.379633,97.943393,0.896040,20.792079,0.000000,215.620367,0.195378,3.166060,141.533763,0.006577,0.017203,0.759928,0.112360,0.431138
205,828.936867,966.606661,1320.278744,1.000000,0.000000,10.086000,10,12,1021.230544,97.668198,0.897283,20.543327,0.000000,214.769456,0.195378,3.150498,141.850406,0.006748,0.017623,0.757722,0.103982,0.389831
206,828.936867,976.083461,1322.719897,1.000000,0.000000,10.104000,10,12,1021.433035,98.513408,0.895685,20.863025,0.000000,214.566965,0.195378,3.251799,141.505432,0.006748,0.018601,0.754652,0.107143,0.337079
207,828.936867,984.708490,1348.157537,1.000000,0.000000,10.068000,10,12,1023.939126,98.395544,0.898888,20.222487,0.000000,212.060874,0.195378,3.183728,141.170400,0.006748,0.017298,0.759642,0.077951,0.359756
208,828.936867,976.937137,1357.453404,1.000000,0.000000,10.112000,10,12,1021.308088,98.178911,0.894976,21.004747,0.000000,214.691912,0.195378,3.346822,140.965531,0.006748,0.018381,0.754460,0.095344,0.396552
209,828.936867,979.262366,1351.204183,1.000000,0.000000,10.074000,10,11,1024.559926,98.450228,0.898352,20.329561,0.000000,211.440074,0.195378,3.296291,140.228650,0.006748,0.017843,0.757663,0.129956,0.301887
210,828.936867,968.719316,1358.216483,1.000000,0.000000,10.108000,10,11,1019.570853,98.067130,0.895330,20.933914,0.000000,216.429147,0.195378,3.145596,141.719178,0.006748,0.017419,0.759573,0.094170,0.355932
211,828.936867,983.879887,1260.827078,1.000000,0.000000,10.080000,10,11,1021.847052,98.231997,0.897817,20.436508,0.000000,214.152948,0.195378,3.100398,141.066632,0.006748,0.017169,0.760812,0.091954,0.382353
212,828.936867,976.166709,1318.508587,1.000000,0.000000,10.068000,10,12,1022.460713,98.358467,0.898888,20.222487,0.000000,213.539287,0.195378,3.038614,141.884485,0.006748,0.017825,0.757755,0.109620,0.342105
213,828.936867,975.596098,1328.776650,1.000000,0.000000,10.092000,10,12,1020.445834,98.626590,0.896750,20.650020,0.000000,215.554166,0.195378,3.029998,142.394318,0.006748,0.018693,0.753834,0.101351,0.350575
214,828.936867,975.118882,1376.398661,1.000000,0.000000,10.110000,10,12,1019.132955,98.379698,0.895153,20.969337,0.000000,216.867045,0.195378,3.088154,143.027900,0.006748,0.019036,0.751901,0.086860,0.416667
215,828.936867,986.195989,1341.929992,1.000000,0.000000,10.112000,10,11,1020.395159,98.710039,0.894976,21.004747,0.000000,215.604841,0.195378,3.200799,141.870546,0.006748,0.018690,0.754504,0.077778,0.387640
